投票日,告示日,選挙名,都道府県,detail_url,定数,候補者数,執行理由,有権者数,投票率,前回投票率,得票数,氏名,年齢,性別,党派,新旧,主な肩書き,elected
2022-03-20,2022-03-11,広島市議会議員補欠選挙（安芸区選挙区）,広島県,https://seijiyama.jp/area/card/3624/9IpT4d/M?S=lcqdt0lcscn0k,1,4,辞職,"63,672",20.6%,,2776.426,大田 智弘,57,男,維新,新,有限会社ウィズライズ代表取締役,False
2022-03-20,2022-03-11,広島市議会議員補欠選挙（安芸区選挙区）,広島県,https://seijiyama.jp/area/card/3624/9IpT4d/M?S=lcqdt0lcscn0k,1,4,辞職,"63,672",20.6%,,2377,中石 仁,59,男,共産,元,日本共産党広島県委員,False
2022-03-20,2022-03-11,広島市議会議員補欠選挙（安芸区選挙区）,広島県,https://seijiyama.jp/area/card/3624/9IpT4d/M?S=lcqdt0lcscn0k,1,4,辞職,"63,672",20.6%,,1072.573,大田 清,49,男,無所属,新,大田産業合同会社代表社員,False
2022-03-20,2022-03-13,大田原市長選挙,栃木県,https://seijiyama.jp/area/card/3624/4egrbA/M?S=lcqdt0lclbl0k,1,4,任期満了,"58,678",51.24%,36.12%,10049,相馬 憲一,64,男,無所属,新,無職、元栃木県議,True
2022-03-20,2022-03-13,大田原市長選挙,栃木県,https://seijiyama.jp/area/card/3624/4egrbA/M?S=lcqdt0lclbl0k,1,4,任期満了,"58,678",51.24%,36.12%,9860,津久井 富雄,72,男,無所属（自民、公明推薦）,現,農業、大田原市長,False
2022-03-20,2022-03-13,大田原市長選挙,栃木県,https://seijiyama.jp/area/card/3624/4egrbA/M?S=lcqdt0lclbl0k,1,4,任期満了,"58,678",51.24%,36.12%,7684,星 雅人,37,男,無所属,新,学童保育支援員、元市議,False
2022-03-20,2022-03-13,大田原市長選挙,栃木県,https://seijiyama.jp/area/card/3624/4egrbA/M?S=lcqdt0lclbl0k,1,4,任期満了,"58,678",51.24%,36.12%,2273,鈴木 たかし,63,男,無所属,新,,False
2022-03-20,2022-03-13,橋本市長選挙,和歌山県,https://seijiyama.jp/area/card/3624/B0UO2I/M?S=lcqdt0lclao0k,1,2,任期満了,"51,997",54.41%,,15075,平木 哲朗,64,男,無所属,現,特別地方公務員（橋本市長）,True
2022-03-20,2022-03-13,橋本市長選挙,和歌山県,https://seijiyama.jp/area/card/3624/B0UO2I/M?S=lcqdt0lclao0k,1,2,任期満了,"51,997",54.41%,,12779,小西 政宏,35,男,無所属,新,自営業,False
2022-03-20,2022-03-13,戸田市長選挙,埼玉県,https://seijiyama.jp/area/card/3624/14ewCI/M?S=lcqdt0lbsjl0k,1,2,任期満了,"109,570",36.49%,38.19%,37092,菅原 文仁,46,男,無所属,現,戸田市長,True
2022-03-20,2022-03-13,戸田市長選挙,埼玉県,https://seijiyama.jp/area/card/3624/14ewCI/M?S=lcqdt0lbsjl0k,1,2,任期満了,"109,570",36.49%,38.19%,2529,スーパークレイジー君,35,男,スーパークレイジー君党,新,政治団体代表,False
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,725,矢口 あかね,57,女,無所属,現,会社員,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,437,三崎 千照,36,女,無所属,新,無職,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,405,石腰 隆史,56,男,無所属,新,会社員,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,371,小山 育一,73,男,無所属,新,パート社員,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,370,山中 伯行,71,男,無所属,現,農業,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,359,梨子田 長生,65,男,無所属,現,農業,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,328,上田 治美,79,男,共産,現,無職,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,289.524,平林 幹張,69,男,無所属,現,農業,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,281,茅野 靖昌,75,男,無所属,現,無職,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,262.475,平林 泉,73,男,無所属,現,無職,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,261,大和田 耕一,70,男,無所属,現,会社員,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,228,宮崎 昭利,63,男,無所属,新,農業,True
2022-03-20,2022-03-15,松川村議会議員選挙,長野県,https://seijiyama.jp/area/card/3624/Dj1zIa/M?S=lcqdt0lbsim0k,12,13,任期満了,"8,131",54.89%,,104,芦田 一夫,71,男,無所属,新,無職,False
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,東 千吉,66,男,公明,現,会社員,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,大松 紀美子,74,女,共産,現,政党団体職員,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,小坂 利政,74,男,無所属,現,団体役員,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,佐藤 守,74,男,無所属,現,農業,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,伊藤 恵美,49,女,無所属,新,無職,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,野田 省一,64,男,無所属,現,会社役員,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,栗原 健一,40,男,無所属,新,理容業,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,古内 みゆき,56,女,無所属,新,会社員,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,三上 純一,74,男,無所属,現,むかわ町議会議員,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,北村 修,73,男,共産,現,農業,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,津川 篤,75,男,無所属,現,農業,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,中島 勲,79,男,無所属,元,無職,True
2022-03-20,2022-03-15,むかわ町議会議員選挙,北海道,https://seijiyama.jp/area/card/3624/DEsCJb/M?S=lcqdt0lckiq0k,13,13,任期満了,"6,635",,,,奥野 恵美子,63,女,無所属,新,団体職員,True
2022-03-20,2022-03-15,むかわ町長選挙,北海道,https://seijiyama.jp/area/card/3624/50j6bI/M?S=lcqdt0lbsil0k,1,1,任期満了,"6,635",,,,竹中 喜之,68,男,無所属,現,むかわ町長,True
2022-03-20,2022-03-15,士幌町長選挙,北海道,https://seijiyama.jp/area/card/3624/Fa1AEa/M?S=lcqdt0lcqcm0k,1,1,死去,"4,972",,,,高木 康弘,59,男,無所属,新,無職、元副町長,True
2022-03-20,2022-03-15,那須町長選挙,栃木県,https://seijiyama.jp/area/card/3624/9hS4jk/M?S=lcqdt0lclat0k,1,1,任期満了,"21,648",,56.09%,,平山 幸宏,59,男,無所属,現,那須町長,True
2022-03-20,2022-03-15,高山村長選挙,群馬県,https://seijiyama.jp/area/card/3624/6GnXGE/M?S=lcqdt0lbsjk0k,1,1,任期満了,"2,943",,80.43%,,後藤 幸三,74,男,無所属,現,高山村長,True
2022-03-20,2022-03-13,合志市長選挙,熊本県,https://seijiyama.jp/area/card/3624/Afwsfe/M?S=lcqdt0lclap0k,1,1,任期満了,"49,612",,,,荒木 義行,63,男,無所属,現,合志市長,True
2022-03-13,2022-03-06,輪島市長選挙,石川県,https://seijiyama.jp/area/card/3624/iARUff/M?S=lcqdt0lbshn0k,1,2,任期満了,"21,972",76.02%,69.92%,8840,坂口 茂,65,男,無所属,新,無職、元副市長,True
2022-03-13,2022-03-06,輪島市長選挙,石川県,https://seijiyama.jp/area/card/3624/iARUff/M?S=lcqdt0lbshn0k,1,2,任期満了,"21,972",76.02%,69.92%,7724,林平 成人,62,男,無所属,新,無職、元市職員,False
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,1354,松岡 史倫,35,男,無所属,新,会社員,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,1055,柴田 裕美子,57,女,無所属,現,市議会議員,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,905,山元 秀一,52,男,無所属,現,市議会議員,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,834,谷口 重隆,67,男,無所属,現,農業,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,806,染矢 正次,60,男,公明,現,葬祭業,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,783,遠藤 嘉昭,70,男,無所属,現,市議会議員,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,775,藤春 優二,44,男,無所属,新,会社役員,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,774,安河 英幸,69,男,公明,現,農業,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,718,神谷 喜久雄,66,男,無所属,現,会社経営 農業,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,712,清水 健太郎,32,男,無所属,現,団体職員,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,683,弓削田 敬,55,男,無所属,現,市議会議員,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,648,川口 誠,56,男,無所属,元,不動産業,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,598,安永 友則,73,男,無所属,現,農業,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,555,和田 善久,73,男,共産,現,建築業,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,536,茅野 勝,77,男,無所属,現,市議会議員,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,503,宝部 勝,70,男,無所属,現,農業,True
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,465,藤島 嘉子,68,女,共産,現,市議会議員,False
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,452,島本 昌典,76,男,無所属,現,市議会議員,False
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,397,浅尾 加奈子,51,女,無所属,新,設計士,False
2022-03-13,2022-03-06,宮若市議会議員選挙,福岡県,https://seijiyama.jp/area/card/3624/19tFi7/M?S=lcqdt0lbshr0k,16,20,任期満了,"22,427",62.58%,61.69%,269,中尾 ハギ子,73,女,無所属,元,無職,False
2022-03-13,2022-03-06,宮若市長選挙,福岡県,https://seijiyama.jp/area/card/3624/EETDg1/M?S=lcqdt0lbshq0k,1,2,任期満了,"22,427",62.58%,,7495,塩川 秀敏,73,男,無所属,新,NPO法人理事長、元県議,True
2022-03-13,2022-03-06,宮若市長選挙,福岡県,https://seijiyama.jp/area/card/3624/EETDg1/M?S=lcqdt0lbshq0k,1,2,任期満了,"22,427",62.58%,,6230,有吉 哲信,76,男,無所属（自民、立憲、国民推薦）,現,宮若市長,False
2022-03-13,2022-03-06,金沢市議会議員補欠選挙,石川県,https://seijiyama.jp/area/card/3624/Hi99i0/M?S=lcqdt0lcscm0k,2,4,辞職,"372,581",55.87%,36.33%,116990,橋本 光生,37,男,自民,新,無職,True
2022-03-13,2022-03-06,金沢市議会議員補欠選挙,石川県,https://seijiyama.jp/area/card/3624/Hi99i0/M?S=lcqdt0lcscm0k,2,4,辞職,"372,581",55.87%,36.33%,28328,北 幸栽,46,男,無所属,新,会社員,True
2022-03-13,2022-03-06,金沢市議会議員補欠選挙,石川県,https://seijiyama.jp/area/card/3624/Hi99i0/M?S=lcqdt0lcscm0k,2,4,辞職,"372,581",55.87%,36.33%,21520,村田 茂,59,男,共産,新,政党役員,False
2022-03-13,2022-03-06,金沢市議会議員補欠選挙,石川県,https://seijiyama.jp/area/card/3624/Hi99i0/M?S=lcqdt0lcscm0k,2,4,辞職,"372,581",55.87%,36.33%,11112,窪田 直司,55,男,無所属,新,インフルエンサー,False
2022-03-13,2022-03-06,金沢市長選挙,石川県,https://seijiyama.jp/area/card/3624/3K_5db/M?S=lcqdt0lcqdn0k,1,5,辞職,"372,581",55.95%,24.92%,79496,村山 卓,49,男,無所属,新,無職、元副市長,True
2022-03-13,2022-03-06,金沢市長選挙,石川県,https://seijiyama.jp/area/card/3624/3K_5db/M?S=lcqdt0lcqdn0k,1,5,辞職,"372,581",55.95%,24.92%,48029,小間井 大祐,39,男,無所属,新,無職、元市議,False
2022-03-13,2022-03-06,金沢市長選挙,石川県,https://seijiyama.jp/area/card/3624/3K_5db/M?S=lcqdt0lcqdn0k,1,5,辞職,"372,581",55.95%,24.92%,35562,永井 三岐子,53,女,無所属,新,無職,False
2022-03-13,2022-03-06,金沢市長選挙,石川県,https://seijiyama.jp/area/card/3624/3K_5db/M?S=lcqdt0lcqdn0k,1,5,辞職,"372,581",55.95%,24.92%,26285,森 一敏,63,男,無所属,新,無職、元市議,False
2022-03-13,2022-03-06,金沢市長選挙,石川県,https://seijiyama.jp/area/card/3624/3K_5db/M?S=lcqdt0lcqdn0k,1,5,辞職,"372,581",55.95%,24.92%,10953,中内 晃子,49,女,無所属,新,会社員,False
2022-03-13,2022-03-06,久慈市議会議員補欠選挙,岩手県,https://seijiyama.jp/area/card/3624/9G7diG/M?S=lcqdt0lckjk0k,1,3,死去,"28,376",34.23%,66.74%,5227,山内 七恵,42,女,無所属,新,無職,True
2022-03-13,2022-03-06,久慈市議会議員補欠選挙,岩手県,https://seijiyama.jp/area/card/3624/9G7diG/M?S=lcqdt0lckjk0k,1,3,死去,"28,376",34.23%,66.74%,3054,山田 光,73,男,無所属,元,行政書士兼農業,False
2022-03-13,2022-03-06,久慈市議会議員補欠選挙,岩手県,https://seijiyama.jp/area/card/3624/9G7diG/M?S=lcqdt0lckjk0k,1,3,死去,"28,376",34.23%,66.74%,945,和野 春男,65,男,無所属,新,石材業,False
2022-03-13,2022-03-06,美作市長選挙,岡山県,https://seijiyama.jp/area/card/3624/3J-cCK/M?S=lcqdt0lckek0k,1,2,任期満了,"22,681",61.64%,64.88%,8639,萩原 誠司,65,男,無所属,現,美作市長,True
2022-03-13,2022-03-06,美作市長選挙,岡山県,https://seijiyama.jp/area/card/3624/3J-cCK/M?S=lcqdt0lckek0k,1,2,任期満了,"22,681",61.64%,64.88%,5214,後藤 基,69,男,無所属,新,無職,False
2022-03-13,2022-02-24,石川県知事選挙,石川県,https://seijiyama.jp/area/card/3624/j7ID21/M?S=lcqdt0lbsis0k,1,5,任期満了,"936,859",61.81%,39.07%,196432,馳 浩,60,男,無所属（維新推薦）,新,政党役員、元衆院議員,True
2022-03-13,2022-02-24,石川県知事選挙,石川県,https://seijiyama.jp/area/card/3624/j7ID21/M?S=lcqdt0lbsis0k,1,5,任期満了,"936,859",61.81%,39.07%,188450,山野 之義,59,男,無所属,新,無職、元金沢市長,False
2022-03-13,2022-02-24,石川県知事選挙,石川県,https://seijiyama.jp/area/card/3624/j7ID21/M?S=lcqdt0lbsis0k,1,5,任期満了,"936,859",61.81%,39.07%,172381,山田 修路,67,男,無所属,新,無職、元参院議員,False
2022-03-13,2022-02-24,石川県知事選挙,石川県,https://seijiyama.jp/area/card/3624/j7ID21/M?S=lcqdt0lbsis0k,1,5,任期満了,"936,859",61.81%,39.07%,15331,飯森 博子,62,女,無所属（共産推薦）,新,学習教室経営,False
2022-03-13,2022-02-24,石川県知事選挙,石川県,https://seijiyama.jp/area/card/3624/j7ID21/M?S=lcqdt0lbsis0k,1,5,任期満了,"936,859",61.81%,39.07%,3011,岡野 晴夫,71,男,無所属,新,無職,False
2022-03-20,2022-03-11,鹿児島県議会議員補欠選挙（伊佐市区）,鹿児島県,https://seijiyama.jp/area/card/3624/E2NBbj/M?S=lcqdt0lcsem0k,1,1,辞職,"21,054",,,,池畑 知行,40,男,自民,新,社会福祉法人隼仁会介護老人保健施設事務長,True
2022-03-13,2022-03-08,東伊豆町長選挙,静岡県,https://seijiyama.jp/area/card/3624/ggVxJ9/M?S=lcqdt0lbsiq0k,1,1,任期満了,"10,506",,61.25%,,岩井 茂樹,53,男,無所属,新,無職、元参院議員,True
2022-03-13,2022-03-06,久慈市長選挙,岩手県,https://seijiyama.jp/area/card/3624/J9q6AF/M?S=lcqdt0lbsio0k,1,1,任期満了,"28,600",,67.66%,,遠藤 譲一,68,男,無所属,現,久慈市長,True
2022-03-06,2022-02-27,洲本市長選挙,兵庫県,https://seijiyama.jp/area/card/3624/3cY03A/M?S=lcqdt0lbsho0k,1,3,任期満了,"36,230",50.64%,59.63%,9892,上崎 勝規,66,男,無所属,新,無職、元副市長,True
2022-03-06,2022-02-27,洲本市長選挙,兵庫県,https://seijiyama.jp/area/card/3624/3cY03A/M?S=lcqdt0lbsho0k,1,3,任期満了,"36,230",50.64%,59.63%,7274,氏田 年行,53,男,無所属,新,無職、元市議,False
2022-03-06,2022-02-27,洲本市長選挙,兵庫県,https://seijiyama.jp/area/card/3624/3cY03A/M?S=lcqdt0lbsho0k,1,3,任期満了,"36,230",50.64%,59.63%,918,太田 浩之,63,男,無所属,新,太田医院院長,False
2022-03-06,2022-03-01,金ケ崎町長選挙,岩手県,https://seijiyama.jp/area/card/3624/1bNNJK/M?S=lcqdt0lbshm0k,1,2,任期満了,"12,837",68.53%,69.28%,4499.763,高橋 寛寿,66,男,無所属,新,農業、元町職員,True
2022-03-06,2022-03-01,金ケ崎町長選挙,岩手県,https://seijiyama.jp/area/card/3624/1bNNJK/M?S=lcqdt0lbshm0k,1,2,任期満了,"12,837",68.53%,69.28%,4229.236,高橋 文浩,58,男,無所属,新,農業、元町職員,False
2022-03-06,2022-02-27,奥州市長選挙,岩手県,https://seijiyama.jp/area/card/3624/b82eH7/M?S=lcqdt0lbshk0k,1,2,任期満了,"96,725",56.65%,64.25%,40625,倉成 淳,65,男,無所属,新,無職、元会社役員,True
2022-03-06,2022-02-27,奥州市長選挙,岩手県,https://seijiyama.jp/area/card/3624/b82eH7/M?S=lcqdt0lbshk0k,1,2,任期満了,"96,725",56.65%,64.25%,13760,小沢 昌記,63,男,無所属,現,会社役員、奥州市長,False
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,616,中牟田 春子,69,女,無所属,新,無職,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,524,辻井 雅之,65,男,無所属,現,無職,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,491,梅津 隆久,69,男,無所属,現,農業,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,485,幸丈 佑馬,41,男,無所属,新,会社員,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,450,兼田 和雄,66,男,無所属,新,無職,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,394,竹仲 良広,66,男,無所属,現,農業,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,363,崎元 良栄,65,男,無所属,現,土木建設業,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,357,高橋 修,72,男,無所属,現,無職,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,317,藤本 悟,70,男,無所属,現,農業,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,288,山口 和治,66,男,無所属,現,宗教法人天理教木山分教会会長,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,206,河本 猛,44,男,無所属,現,無職,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,188,松下 照幸,73,男,無所属,現,（株）森と暮らすどんぐり倶楽部社長,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,162,川畑 忠之,65,男,無所属,現,無職,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,125,上道 正二,70,男,無所属,新,無職,True
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,67,中村 健次,52,男,無所属,新,タレント,False
2022-03-06,2022-03-01,美浜町議会議員選挙,福井県,https://seijiyama.jp/area/card/3624/0ce4hG/M?S=lcqdt0lbsgq0k,14,16,任期満了,"7,817",65.75%,,49,寺田 順一,75,男,無所属,現,無職,False
2022-03-06,2022-02-27,洲本市議会議員選挙,兵庫県,https://seijiyama.jp/area/card/3624/J736jJ/M?S=lcqdt0lbshp0k,18,18,任期満了,"36,546",,59.61%,,小野 章二,76,男,無所属,現,洲本市議会議員,True
2022-03-06,2022-02-27,洲本市議会議員選挙,兵庫県,https://seijiyama.jp/area/card/3624/J736jJ/M?S=lcqdt0lbshp0k,18,18,任期満了,"36,546",,59.61%,,木戸 隆一郎,35,男,無所属,現,無職,True
2022-03-06,2022-02-27,洲本市議会議員選挙,兵庫県,https://seijiyama.jp/area/card/3624/J736jJ/M?S=lcqdt0lbshp0k,18,18,任期満了,"36,546",,59.61%,,笹田 守,74,男,無所属,現,農業,True
2022-03-06,2022-02-27,洲本市議会議員選挙,兵庫県,https://seijiyama.jp/area/card/3624/J736jJ/M?S=lcqdt0lbshp0k,18,18,任期満了,"36,546",,59.61%,,小松 茂,70,男,無所属,現,無職,True
