"地域コード","都道府県","市区町村","地域","投票日","選挙名","議会議員","首長","補欠選挙","再選挙","政令指定都市","候補者数","年齢中央値","年齢最小値","年齢平均値","X65歳以上割合","新人割合","女性割合","自民公明割合","共産社民割合","無所属割合"
"R31403","鳥取県","江府町","中国",2021-06-20,"江府町議会議員選挙",1,0,0,0,0,9,67,42,66.1111111111111,0.888888888888889,0.222222222222222,0,0,0,1
"R32201","島根県","松江市","中国",2013-04-21,"松江市議会議員選挙",1,0,0,0,0,42,61.5,36,59.3823529411765,0.323529411764706,0.25,0.117647058823529,0.147058823529412,0.0882352941176471,0.764705882352941
"R32201","島根県","松江市","中国",2013-04-21,"松江市長選挙",0,1,0,0,0,3,65,65,65,1,0,0,0,0,1
"R32201","島根県","松江市","中国",2017-04-16,"松江市議会議員選挙",1,0,0,0,0,41,62,34,60,0.411764705882353,0.205882352941176,0.176470588235294,0.147058823529412,0.0882352941176471,0.764705882352941
"R32201","島根県","松江市","中国",2017-04-16,"松江市長選挙",0,1,0,0,0,2,69,69,69,1,0,0,0,0,1
"R32201","島根県","松江市","中国",2021-04-18,"松江市議会議員選挙",1,0,0,0,0,41,60.5,31,59.0882352941176,0.411764705882353,0.294117647058824,0.176470588235294,0.117647058823529,0.0882352941176471,0.735294117647059
"R32201","島根県","松江市","中国",2021-04-18,"松江市長選挙",0,1,0,0,0,3,48,48,48,0,1,0,1,0,0
"R32202","島根県","浜田市","中国",2013-10-20,"浜田市議会議員選挙",1,0,0,0,0,25,57,39,56.9583333333333,0.125,0.375,0.0833333333333333,0.0833333333333333,0.125,0.75
"R32202","島根県","浜田市","中国",2013-10-20,"浜田市長選挙",0,1,0,0,0,2,62,62,62,0,1,0,0,0,1
"R32202","島根県","浜田市","中国",2017-10-15,"浜田市議会議員選挙",1,0,0,0,0,27,60.5,37,59.4583333333333,0.375,0.25,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.833333333333333
"R32202","島根県","浜田市","中国",2017-10-15,"浜田市長選挙",0,1,0,0,0,2,66,66,66,1,0,0,0,0,1
"R32202","島根県","浜田市","中国",2021-10-17,"浜田市議会議員選挙",1,0,0,0,0,28,64,41,61.0454545454545,0.409090909090909,0.136363636363636,0.0833333333333333,0.0909090909090909,0,0.909090909090909
"R32202","島根県","浜田市","中国",2021-10-17,"浜田市長選挙",0,1,0,0,0,2,70,70,70,1,0,0,0,0,1
"R32203","島根県","出雲市","中国",2013-04-14,"出雲市議会議員選挙",1,0,0,0,0,36,58.5,33,57.40625,0.21875,0.25,0.03125,0.09375,0.09375,0.8125
"R32203","島根県","出雲市","中国",2013-04-14,"出雲市長選挙",0,1,0,0,0,1,62,62,62,0,0,0,0,0,1
"R32203","島根県","出雲市","中国",2017-04-09,"出雲市議会議員選挙",1,0,0,0,0,35,60,40,58.53125,0.28125,0.25,0.0625,0.09375,0.03125,0.875
"R32203","島根県","出雲市","中国",2017-04-09,"出雲市長選挙",0,1,0,0,0,2,66,66,66,1,0,0,0,0,1
"R32203","島根県","出雲市","中国",2021-04-11,"出雲市議会議員選挙",1,0,0,0,0,33,62.5,33,60.8666666666667,0.4,0.266666666666667,0.0666666666666667,0.1,0.0666666666666667,0.833333333333333
"R32203","島根県","出雲市","中国",2021-04-11,"出雲市長選挙",0,1,0,0,0,3,55,55,55,0,1,0,0,0,1
"R32204","島根県","益田市","中国",2012-07-29,"益田市議会議員補欠選挙",1,0,1,0,0,3,60,60,60,0,1,0,0,0,1
"R32204","島根県","益田市","中国",2012-07-29,"益田市長選挙",0,1,0,0,0,2,43,43,43,0,1,0,0,0,1
"R32204","島根県","益田市","中国",2015-08-30,"益田市議会議員選挙",1,0,0,0,0,26,62,39,59.0909090909091,0.272727272727273,0.136363636363636,0.0909090909090909,0.0454545454545455,0.136363636363636,0.818181818181818
"R32204","島根県","益田市","中国",2016-07-24,"益田市議会議員補欠選挙",1,0,1,0,0,2,60,60,60,0,1,0,0,0,1
"R32204","島根県","益田市","中国",2016-07-24,"益田市長選挙",0,1,0,0,0,2,47,47,47,0,0,0,0,0,1
"R32204","島根県","益田市","中国",2019-08-25,"益田市議会議員選挙",1,0,0,0,0,25,63.5,32,60.2272727272727,0.454545454545455,0.0909090909090909,0.136363636363636,0.0909090909090909,0.0909090909090909,0.818181818181818
"R32204","島根県","益田市","中国",2020-07-19,"益田市議会議員補欠選挙",1,0,1,0,0,2,51,51,51,0,1,0,0,0,1
"R32204","島根県","益田市","中国",2020-07-19,"益田市長選挙",0,1,0,0,0,3,51,51,51,0,0,0,1,1,0
"R32205","島根県","大田市","中国",2013-10-20,"大田市長選挙",0,1,0,0,0,1,63,63,63,0,1,0,0,0,1
"R32205","島根県","大田市","中国",2014-04-06,"大田市議会議員選挙",1,0,0,0,0,23,59,34,57.55,0.2,0.15,0,0.05,0.15,0.8
"R32205","島根県","大田市","中国",2017-10-22,"大田市長選挙",0,1,0,0,0,1,62,62,62,0,1,0,0,0,1
"R32205","島根県","大田市","中国",2018-04-08,"大田市議会議員選挙",1,0,0,0,0,20,62,32,58.9,0.3,0.2,0.05,0.05,0.15,0.8
"R32205","島根県","大田市","中国",2021-10-17,"大田市長選挙",0,1,0,0,0,1,66,66,66,1,0,0,0,0,1
"R32206","島根県","安来市","中国",2012-10-21,"安来市議会議員補欠選挙",1,0,1,0,0,4,64,60,65.5,0.5,0,0.25,0,0.25,0.75
"R32206","島根県","安来市","中国",2012-10-21,"安来市長選挙",0,1,0,0,0,2,67,67,67,1,0,0,0,0,1
"R32206","島根県","安来市","中国",2013-10-27,"安来市議会議員選挙",1,0,0,0,0,26,63,42,60.9523809523809,0.333333333333333,0.0952380952380952,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.904761904761905
"R32206","島根県","安来市","中国",2016-10-16,"安来市議会議員補欠選挙",1,0,1,0,0,2,54.5,49,54.5,0,1,0,0,0.5,0.5
"R32206","島根県","安来市","中国",2016-10-16,"安来市長選挙",0,1,0,0,0,2,71,71,71,1,0,0,0,0,1
"R32206","島根県","安来市","中国",2017-10-29,"安来市議会議員選挙",1,0,0,0,0,23,65,44,61.9047619047619,0.523809523809524,0.19047619047619,0.0952380952380952,0.0476190476190476,0.0952380952380952,0.857142857142857
"R32206","島根県","安来市","中国",2020-10-18,"安来市議会議員補欠選挙",1,0,1,0,0,3,59.5,49,59.5,0.5,0.5,0.5,0,0,1
"R32206","島根県","安来市","中国",2020-10-18,"安来市長選挙",0,1,0,0,0,3,71,71,71,1,1,0,0,0,1
"R32206","島根県","安来市","中国",2021-10-24,"安来市議会議員選挙",1,0,0,0,0,20,61.5,48,61.7777777777778,0.333333333333333,0.222222222222222,0.0952380952380952,0.0555555555555556,0.0555555555555556,0.888888888888889
"R32207","島根県","江津市","中国",2014-06-01,"江津市議会議員選挙",1,0,0,0,0,18,58.5,32,57,0.3125,0.25,0.0625,0.0625,0.1875,0.75
"R32207","島根県","江津市","中国",2014-06-01,"江津市長選挙",0,1,0,0,0,1,65,65,65,1,1,0,0,0,1
"R32207","島根県","江津市","中国",2018-05-27,"江津市議会議員選挙",1,0,0,0,0,17,61,36,58.4375,0.375,0.1875,0.0625,0.0625,0.25,0.6875
"R32207","島根県","江津市","中国",2018-05-27,"江津市長選挙",0,1,0,0,0,2,69,69,69,1,0,0,0,0,1
"R32209","島根県","雲南市","中国",2012-11-18,"雲南市議会議員選挙",1,0,0,0,0,23,61.5,35,59.4090909090909,0.227272727272727,0.318181818181818,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.863636363636364
"R32209","島根県","雲南市","中国",2012-11-18,"雲南市長選挙",0,1,0,0,0,2,66,66,66,1,0,0,0,0,1
"R32209","島根県","雲南市","中国",2016-11-13,"雲南市議会議員選挙",1,0,0,0,0,22,64.5,51,63.8636363636364,0.5,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.0909090909090909,0.863636363636364
"R32209","島根県","雲南市","中国",2016-11-13,"雲南市長選挙",0,1,0,0,0,1,70,70,70,1,0,0,0,0,1
"R32209","島根県","雲南市","中国",2020-11-15,"雲南市議会議員選挙",1,0,0,0,0,22,62,40,60.1578947368421,0.368421052631579,0.368421052631579,0.157894736842105,0.0526315789473684,0.157894736842105,0.789473684210526
"R32209","島根県","雲南市","中国",2020-11-15,"雲南市長選挙",0,1,0,0,0,1,65,65,65,1,1,0,1,0,0
"R32209","島根県","雲南市","中国",2021-01-31,"雲南市長選挙",0,1,0,0,0,2,54,54,54,0,1,0,0,0,1
"R32343","島根県","奥出雲町","中国",2013-04-21,"奥出雲町議会議員選挙",1,0,0,0,0,15,64,33,61.5714285714286,0.428571428571429,0.285714285714286,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.857142857142857
"R32343","島根県","奥出雲町","中国",2013-04-21,"奥出雲町長選挙",0,1,0,0,0,1,64,64,64,0,0,0,0,0,1
"R32343","島根県","奥出雲町","中国",2014-09-21,"奥出雲町長選挙",0,1,0,0,0,1,65,65,65,1,1,0,0,0,1
"R32343","島根県","奥出雲町","中国",2017-04-23,"奥出雲町議会議員選挙",1,0,0,0,0,15,67.5,51,66.5,0.785714285714286,0.285714285714286,0.0714285714285714,0.0714285714285714,0.142857142857143,0.785714285714286
"R32343","島根県","奥出雲町","中国",2018-09-09,"奥出雲町長選挙",0,1,0,0,0,2,69,69,69,1,0,0,0,0,1
"R32343","島根県","奥出雲町","中国",2021-04-18,"奥出雲町議会議員選挙",1,0,0,0,0,17,67,55,66.0714285714286,0.642857142857143,0.357142857142857,0.142857142857143,0.0714285714285714,0.142857142857143,0.785714285714286
"R32386","島根県","飯南町","中国",2013-01-20,"飯南町議会議員補欠選挙",1,0,1,0,0,1,64.3333333333333,51.6666666666667,63.4666666666667,0.466666666666667,1,0,0,0,1
"R32386","島根県","飯南町","中国",2013-01-20,"飯南町長選挙",0,1,0,0,0,3,61,61,61,0,0,0,0,0,1
"R32386","島根県","飯南町","中国",2013-07-21,"飯南町議会議員選挙",1,0,0,0,0,13,62.5,57,63.2,0.3,0.2,0,0,0.1,0.9
"R32386","島根県","飯南町","中国",2017-01-22,"飯南町長選挙",0,1,0,0,0,1,65,65,65,1,0,0,0,0,1
"R32386","島根県","飯南町","中国",2017-07-23,"飯南町議会議員選挙",1,0,0,0,0,12,64.5,57,64.1,0.5,0.2,0,0,0.1,0.9
"R32386","島根県","飯南町","中国",2021-01-24,"飯南町長選挙",0,1,0,0,0,1,57,57,57,0,1,0,0,0,1
"R32386","島根県","飯南町","中国",2021-07-25,"飯南町議会議員選挙",1,0,0,0,0,10,66,41,63.1,0.6,0.2,0.1,0,0.1,0.9
"R32441","島根県","川本町","中国",2012-02-12,"川本町長選挙",0,1,0,0,0,1,56,56,56,0,1,0,0,0,1
"R32441","島根県","川本町","中国",2012-04-15,"川本町議会議員選挙",1,0,0,0,0,14,59,53,60.3333333333333,0.222222222222222,0.222222222222222,0,0,0,1
"R32441","島根県","川本町","中国",2016-02-14,"川本町長選挙",0,1,0,0,0,1,60,60,60,0,0,0,0,0,1
"R32441","島根県","川本町","中国",2016-04-17,"川本町議会議員選挙",1,0,0,0,0,10,63,57,62.7777777777778,0.222222222222222,0.222222222222222,0,0,0.111111111111111,0.888888888888889
"R32441","島根県","川本町","中国",2020-02-09,"川本町長選挙",0,1,0,0,0,2,59,59,59,0,1,0,0,0,1
"R32441","島根県","川本町","中国",2020-04-19,"川本町議会議員選挙",1,0,0,0,0,13,65,31,61.6666666666667,0.555555555555556,0.444444444444444,0.222222222222222,0,0,1
"R32448","島根県","美郷町","中国",2012-10-14,"美郷町議会議員補欠選挙",1,0,1,0,0,2,62,57,62,0.5,1,0,0,0,1
"R32448","島根県","美郷町","中国",2012-10-14,"美郷町長選挙",0,1,0,0,0,2,73,73,73,1,1,0,0,0,1
"R32448","島根県","美郷町","中国",2013-07-21,"美郷町議会議員選挙",1,0,0,0,0,15,63.5,55,63,0.333333333333333,0.25,0,0,0,1
"R32448","島根県","美郷町","中国",2016-10-09,"美郷町議会議員補欠選挙",1,0,1,0,0,2,68.5,68,68.5,1,1,0,0,0,1
"R32448","島根県","美郷町","中国",2016-10-09,"美郷町長選挙",0,1,0,0,0,2,77,77,77,1,0,0,0,0,1
"R32448","島根県","美郷町","中国",2017-07-23,"美郷町議会議員選挙",1,0,0,0,0,14,68,59,68,0.75,0.166666666666667,0,0,0.0833333333333333,0.916666666666667
"R32448","島根県","美郷町","中国",2018-11-04,"美郷町長選挙",0,1,0,0,0,1,54,54,54,0,1,0,0,0,1
"R32448","島根県","美郷町","中国",2021-07-18,"美郷町議会議員選挙",1,0,0,0,0,13,70,49,68.75,0.833333333333333,0.25,0.0833333333333333,0,0.0833333333333333,0.916666666666667
"R32449","島根県","邑南町","中国",2012-10-21,"邑南町長選挙",0,1,0,0,0,1,63,63,63,0,0,0,0,0,1
"R32449","島根県","邑南町","中国",2013-04-21,"邑南町議会議員選挙",1,0,0,0,0,16,59,39,58,0.266666666666667,0.4,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.866666666666667
"R32449","島根県","邑南町","中国",2016-10-16,"邑南町長選挙",0,1,0,0,0,1,67,67,67,1,0,0,0,0,1
"R32449","島根県","邑南町","中国",2017-04-16,"邑南町議会議員選挙",1,0,0,0,0,17,63,43,62,0.4,0,0.0666666666666667,0.0666666666666667,0,0.933333333333333
"R32449","島根県","邑南町","中国",2020-10-18,"邑南町議会議員補欠選挙",1,0,1,0,0,1,63,63,63,0,1,0,0,0,1
"R32449","島根県","邑南町","中国",2020-10-18,"邑南町長選挙",0,1,0,0,0,1,71,71,71,1,0,0,0,0,1
"R32449","島根県","邑南町","中国",2021-04-18,"邑南町議会議員選挙",1,0,0,0,0,14,62,39,61.6153846153846,0.461538461538462,0.307692307692308,0.153846153846154,0,0.0769230769230769,0.923076923076923
"R32501","島根県","津和野町","中国",2013-10-20,"津和野町長選挙",0,1,0,0,0,1,48,48,48,0,0,0,0,0,1
"R32501","島根県","津和野町","中国",2014-04-27,"津和野町議会議員選挙",1,0,0,0,0,14,62.5,32,59.3333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0,0.0833333333333333,0.916666666666667
"R32501","島根県","津和野町","中国",2017-10-22,"津和野町長選挙",0,1,0,0,0,2,52,52,52,0,0,0,0,0,1
"R32501","島根県","津和野町","中国",2018-04-22,"津和野町議会議員選挙",1,0,0,0,0,12,67,36,64.5,0.666666666666667,0,0.0833333333333333,0,0.0833333333333333,0.916666666666667
"R32501","島根県","津和野町","中国",2021-10-24,"津和野町長選挙",0,1,0,0,0,2,56,56,56,0,0,0,0,0,1
"R32505","島根県","吉賀町","中国",2013-10-20,"吉賀町議会議員選挙",1,0,0,0,0,16,62.5,52,61.8333333333333,0.333333333333333,0.416666666666667,0.0833333333333333,0,0.0833333333333333,0.916666666666667
"R32505","島根県","吉賀町","中国",2013-10-20,"吉賀町長選挙",0,1,0,0,0,2,68,68,68,1,0,0,0,0,1
"R32505","島根県","吉賀町","中国",2017-10-22,"吉賀町議会議員選挙",1,0,0,0,0,13,66.5,56,66.4166666666667,0.75,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0.916666666666667
"R32505","島根県","吉賀町","中国",2017-10-22,"吉賀町長選挙",0,1,0,0,0,1,57,57,57,0,1,0,0,0,1
"R32505","島根県","吉賀町","中国",2021-10-24,"吉賀町議会議員選挙",1,0,0,0,0,12,70,50,68.75,0.75,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0.916666666666667
"R32505","島根県","吉賀町","中国",2021-10-24,"吉賀町長選挙",0,1,0,0,0,1,61,61,61,0,0,0,0,0,1
"R32525","島根県","海士町","中国",2014-05-25,"海士町議会議員補欠選挙",1,0,1,0,0,1,63,63,63,0,1,1,0,0,1
"R32525","島根県","海士町","中国",2014-05-25,"海士町長選挙",0,1,0,0,0,1,75,75,75,1,0,0,0,0,1
"R32525","島根県","海士町","中国",2015-04-26,"海士町議会議員選挙",1,0,0,0,0,10,72.5,59,71.1,0.8,0.1,0.2,0,0,1
"R32525","島根県","海士町","中国",2018-05-20,"海士町長選挙",0,1,0,0,0,1,58,58,58,0,1,0,0,0,1
"R32525","島根県","海士町","中国",2019-04-21,"海士町議会議員選挙",1,0,0,0,0,11,67,48,65.7,0.6,0.5,0.1,0,0,1
"R32526","島根県","西ノ島町","中国",2013-02-15,"西ノ島町議会議員選挙",1,0,0,0,0,11,63.5,39,61.6,0.3,0.3,0.1,0,0,1
"R32526","島根県","西ノ島町","中国",2015-01-25,"西ノ島町長選挙",0,1,0,0,0,1,63,63,63,0,0,0,0,0,1
"R32526","島根県","西ノ島町","中国",2017-02-12,"西ノ島町議会議員選挙",1,0,0,0,0,10,67.5,59,67.2,0.8,0.1,0,0,0,1
"R32526","島根県","西ノ島町","中国",2019-01-27,"西ノ島町長選挙",0,1,0,0,0,1,67,67,67,1,0,0,0,0,1
"R32526","島根県","西ノ島町","中国",2019-11-03,"西ノ島町議会議員補欠選挙",1,0,1,0,0,1,72,72,72,1,1,0,0,0,1
"R32526","島根県","西ノ島町","中国",2021-02-21,"西ノ島町議会議員選挙",1,0,0,0,0,14,69,34,64.4,0.6,0.4,0,0,0,1
"R32527","島根県","知夫村","中国",2012-11-04,"知夫村長選挙",0,1,0,0,0,1,57,57,57,0,1,0,0,0,1
"R32527","島根県","知夫村","中国",2015-04-26,"知夫村議会議員選挙",1,0,0,0,0,8,63,39,57.25,0.5,0.5,0.125,0,0,1
"R32527","島根県","知夫村","中国",2016-10-30,"知夫村議会議員補欠選挙",1,0,1,0,0,1,68,68,68,1,1,0,0,0,1
"R32527","島根県","知夫村","中国",2016-10-30,"知夫村長選挙",0,1,0,0,0,2,58,58,58,0,1,0,0,0,1
"R32527","島根県","知夫村","中国",2019-04-21,"知夫村議会議員選挙",1,0,0,0,0,9,66,43,62.625,0.5,0.375,0.125,0,0,1
"R32527","島根県","知夫村","中国",2020-11-01,"知夫村長選挙",0,1,0,0,0,1,62,62,62,0,0,0,0,0,1
"R32528","島根県","隠岐の島町","中国",2012-10-21,"隠岐の島町議会議員補欠選挙",1,0,1,0,0,1,62,62,62,0,1,0,0,0,1
"R32528","島根県","隠岐の島町","中国",2012-10-21,"隠岐の島町長選挙",0,1,0,0,0,1,67,67,67,1,0,0,0,0,1
"R32528","島根県","隠岐の島町","中国",2013-04-20,"隠岐の島町議会議員選挙",1,0,0,0,0,17,67.25,38,62.6875,0.65625,0.0625,0.0625,0,0,1
"R32528","島根県","隠岐の島町","中国",2016-10-16,"隠岐の島町議会議員補欠選挙",1,0,1,0,0,1,59,59,59,0,1,0,0,0,1
"R32528","島根県","隠岐の島町","中国",2016-10-16,"隠岐の島町長選挙",0,1,0,0,0,3,61,61,61,0,1,0,0,0,1
"R32528","島根県","隠岐の島町","中国",2017-04-16,"隠岐の島町議会議員選挙",1,0,0,0,0,17,66,36,62.875,0.625,0.1875,0,0,0.0625,0.9375
"R32528","島根県","隠岐の島町","中国",2020-10-18,"隠岐の島町長選挙",0,1,0,0,0,2,65,65,65,1,0,0,0,0,1
"R32528","島根県","隠岐の島町","中国",2021-04-18,"隠岐の島町議会議員選挙",1,0,0,0,0,17,68.5,40,62.5,0.6875,0.3125,0.1875,0,0,0.9375
"R33100","岡山県","岡山市","中国",2013-10-06,"岡山市議会議員補欠及び再選挙",1,0,1,1,1,4,65,55,65,0.5,0.5,0,0,0,1
"R33100","岡山県","岡山市","中国",2013-10-06,"岡山市長選挙",0,1,0,0,1,5,59,59,59,0,1,0,1,0,0
"R33100","岡山県","岡山市","中国",2015-04-12,"岡山市議会議員選挙",1,0,0,0,1,61,56,34,55.6739130434783,0.217391304347826,0.130434782608696,0.108695652173913,0.391304347826087,0.108695652173913,0.391304347826087
"R33100","岡山県","岡山市","中国",2017-10-01,"岡山市議会議員補欠選挙（中区選挙区）",1,0,1,0,1,4,59,59,59,0,1,0,1,0,0
"R33100","岡山県","岡山市","中国",2017-10-01,"岡山市長選挙",0,1,0,0,1,2,63,63,63,0,0,0,0,0,1
"R33100","岡山県","岡山市","中国",2019-04-07,"岡山市議会議員選挙",1,0,0,0,1,51,59.5,29,57.1521739130435,0.282608695652174,0.0869565217391304,0.130434782608696,0.543478260869565,0.108695652173913,0.282608695652174
"R33100","岡山県","岡山市","中国",2021-10-03,"岡山市議会議員補欠選挙（中区選挙区）",1,0,1,0,1,3,55,55,55,0,1,0,1,0,0
"R33100","岡山県","岡山市","中国",2021-10-03,"岡山市長選挙",0,1,0,0,1,2,67,67,67,1,0,0,0,0,1
"R33202","岡山県","倉敷市","中国",2012-04-22,"倉敷市議会議員補欠選挙",1,0,1,0,0,3,30,30,30,0,1,1,0,0,1
"R33202","岡山県","倉敷市","中国",2012-04-22,"倉敷市長選挙",0,1,0,0,0,2,45,45,45,0,0,1,0,0,1
"R33202","岡山県","倉敷市","中国",2013-01-27,"倉敷市議会議員選挙",1,0,0,0,0,47,53,31,52.7441860465116,0.186046511627907,0.162790697674419,0.0930232558139535,0.162790697674419,0.0930232558139535,0.674418604651163
"R33202","岡山県","倉敷市","中国",2016-04-24,"倉敷市長選挙",0,1,0,0,0,3,49,49,49,0,0,1,0,0,1
"R33202","岡山県","倉敷市","中国",2017-01-22,"倉敷市議会議員選挙",1,0,0,0,0,51,56,35,54.5348837209302,0.116279069767442,0.13953488372093,0.162790697674419,0.162790697674419,0.0930232558139535,0.674418604651163
"R33202","岡山県","倉敷市","中国",2020-04-26,"倉敷市議会議員補欠選挙",1,0,1,0,0,8,61,46,56.3333333333333,0,0.666666666666667,0.333333333333333,0,0.333333333333333,0.666666666666667
"R33202","岡山県","倉敷市","中国",2020-04-26,"倉敷市長選挙",0,1,0,0,0,2,53,53,53,0,0,1,0,0,1
"R33202","岡山県","倉敷市","中国",2021-01-24,"倉敷市議会議員選挙",1,0,0,0,0,51,55,39,55.953488372093,0.162790697674419,0.13953488372093,0.186046511627907,0.162790697674419,0.0930232558139535,0.720930232558139
"R33203","岡山県","津山市","中国",2014-02-09,"津山市議会議員補欠選挙",1,0,1,0,0,2,73,73,73,1,0,0,0,0,1
"R33203","岡山県","津山市","中国",2014-02-09,"津山市長選挙",0,1,0,0,0,2,65,65,65,1,0,0,0,0,1
"R33203","岡山県","津山市","中国",2015-04-26,"津山市議会議員選挙",1,0,0,0,0,32,61.5,43,60.25,0.214285714285714,0.178571428571429,0.107142857142857,0.107142857142857,0.0714285714285714,0.75
"R33203","岡山県","津山市","中国",2018-02-11,"津山市長選挙",0,1,0,0,0,2,54,54,54,0,1,0,0,0,1
"R33203","岡山県","津山市","中国",2019-04-21,"津山市議会議員選挙",1,0,0,0,0,32,63,40,61.4285714285714,0.357142857142857,0.214285714285714,0.0714285714285714,0.107142857142857,0.0714285714285714,0.75
"R33204","岡山県","玉野市","中国",2013-10-20,"玉野市長選挙",0,1,0,0,0,2,50,50,50,0,0,0,0,0,1
"R33204","岡山県","玉野市","中国",2015-04-26,"玉野市議会議員選挙",1,0,0,0,0,23,60,42,59.45,0.45,0.15,0.15,0.15,0.1,0.75
"R33204","岡山県","玉野市","中国",2017-10-22,"玉野市長選挙",0,1,0,0,0,2,54,54,54,0,0,0,0,0,1
"R33204","岡山県","玉野市","中国",2019-04-21,"玉野市議会議員選挙",1,0,0,0,0,20,64,46,61.8947368421053,0.421052631578947,0.263157894736842,0.263157894736842,0.157894736842105,0.105263157894737,0.736842105263158
"R33204","岡山県","玉野市","中国",2021-10-17,"玉野市長選挙",0,1,0,0,0,2,60,60,60,0,1,0,0,0,1
"R33205","岡山県","笠岡市","中国",2012-04-15,"笠岡市議会議員選挙",1,0,0,0,0,24,61.5,35,59.4545454545455,0.227272727272727,0.181818181818182,0.136363636363636,0.0909090909090909,0.0454545454545455,0.863636363636364
"R33205","岡山県","笠岡市","中国",2012-04-15,"笠岡市長選挙",0,1,0,0,0,2,65,65,65,1,1,0,0,0,1
"R33205","岡山県","笠岡市","中国",2016-04-17,"笠岡市議会議員選挙",1,0,0,0,0,26,63.5,39,61.6363636363636,0.454545454545455,0.136363636363636,0.136363636363636,0.0909090909090909,0.0909090909090909,0.818181818181818
"R33205","岡山県","笠岡市","中国",2016-04-17,"笠岡市長選挙",0,1,0,0,0,2,55,55,55,0,1,0,0,0,1
"R33205","岡山県","笠岡市","中国",2020-04-19,"笠岡市議会議員選挙",1,0,0,0,0,22,62.5,43,61.7,0.45,0.25,0.25,0.1,0.05,0.85
"R33205","岡山県","笠岡市","中国",2020-04-19,"笠岡市長選挙",0,1,0,0,0,3,59,59,59,0,0,0,0,0,1
"R33207","岡山県","井原市","中国",2013-04-21,"井原市議会議員選挙",1,0,0,0,0,22,58.5,43,58.05,0.2,0.208333333333333,0,0.05,0.05,0.9
"R33207","岡山県","井原市","中国",2014-09-07,"井原市長選挙",0,1,0,0,0,1,58,58,58,0,0,0,0,0,1
"R33207","岡山県","井原市","中国",2017-04-23,"井原市議会議員選挙",1,0,0,0,0,21,61,43,59.95,0.25,0.25,0.05,0.05,0.05,0.9
"R33207","岡山県","井原市","中国",2018-09-02,"井原市長選挙",0,1,0,0,0,2,59,59,59,0,1,0,0,0,1
"R33207","岡山県","井原市","中国",2021-04-18,"井原市議会議員選挙",1,0,0,0,0,20,65,44,62.1666666666667,0.555555555555556,0.166666666666667,0.0555555555555556,0.0555555555555556,0.0555555555555556,0.888888888888889
"R33208","岡山県","総社市","中国",2013-09-22,"総社市議会議員選挙",1,0,0,0,0,25,62.5,34,59.5833333333333,0.416666666666667,0.25,0.125,0.0833333333333333,0.0833333333333333,0.833333333333333
"R33208","岡山県","総社市","中国",2015-10-04,"総社市長選挙",0,1,0,0,0,2,56,56,56,0,0,0,0,0,1
"R33208","岡山県","総社市","中国",2017-09-24,"総社市議会議員選挙",1,0,0,0,0,23,63,38,59.5,0.363636363636364,0.181818181818182,0.136363636363636,0.0909090909090909,0.0909090909090909,0.818181818181818
"R33208","岡山県","総社市","中国",2019-10-06,"総社市長選挙",0,1,0,0,0,1,60,60,60,0,0,0,0,0,1
"R33208","岡山県","総社市","中国",2021-09-19,"総社市議会議員選挙",1,0,0,0,0,24,59,37,57.3181818181818,0.318181818181818,0.272727272727273,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.863636363636364
"R33209","岡山県","高梁市","中国",2012-09-30,"高梁市議会議員選挙",1,0,0,0,0,22,59.5,42,58.4,0.3,0.25,0.05,0.05,0.1,0.85
"R33209","岡山県","高梁市","中国",2012-09-30,"高梁市長選挙",0,1,0,0,0,2,53,53,53,0,0,0,0,0,1
"R33209","岡山県","高梁市","中国",2016-09-25,"高梁市議会議員選挙",1,0,0,0,0,20,59.5,46,58.2777777777778,0.222222222222222,0.222222222222222,0.0555555555555556,0.0555555555555556,0.111111111111111,0.833333333333333
"R33209","岡山県","高梁市","中国",2016-09-25,"高梁市長選挙",0,1,0,0,0,2,57,57,57,0,0,0,0,0,1
"R33209","岡山県","高梁市","中国",2020-09-27,"高梁市議会議員選挙",1,0,0,0,0,18,61,50,61.4444444444444,0.333333333333333,0.222222222222222,0.0555555555555556,0.0555555555555556,0.111111111111111,0.833333333333333
"R33209","岡山県","高梁市","中国",2020-09-27,"高梁市長選挙",0,1,0,0,0,1,61,61,61,0,0,0,0,0,1
"R33210","岡山県","新見市","中国",2013-04-14,"新見市議会議員選挙",1,0,0,0,0,20,59.5,43,58.6111111111111,0.166666666666667,0.333333333333333,0.166666666666667,0.0555555555555556,0.0555555555555556,0.888888888888889
"R33210","岡山県","新見市","中国",2013-04-14,"新見市長選挙",0,1,0,0,0,2,72,72,72,1,0,0,0,0,1
"R33210","岡山県","新見市","中国",2016-12-25,"新見市長選挙",0,1,0,0,0,2,63,63,63,0,1,1,0,0,1
