市区町村,種別,日付,候補者数,年齢中央値,年齢最小値,男性,女性,新人割合,65歳以上割合,自民+公明割合,共産+社民割合,無所属割合
川西市,首長,2014/10/19,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
川西市,首長,2018/10/21,1,41.0,41.0,1,0,1.0,0.0,0.0,0.0,1.0
川西町,議員,2015/4/26,27,64.0,38.0,26,1,0.2962962962962963,0.4444444444444444,0.0,0.07407407407407407,0.9259259259259259
川西町,議員,2019/4/21,26,62.0,42.0,13,1,0.34615384615384615,0.4230769230769231,0.0,0.11538461538461539,0.8846153846153846
川西町,首長,2012/4/22,1,55.0,55.0,1,0,0.0,0.0,0.0,0.0,1.0
川西町,首長,2013/7/7,1,40.0,40.0,1,0,1.0,0.0,0.0,0.0,1.0
川西町,首長,2016/4/24,1,59.0,59.0,1,0,0.0,0.0,0.0,0.0,1.0
川西町,首長,2017/7/16,1,44.0,44.0,1,0,0.0,0.0,0.0,0.0,1.0
川西町,首長,2020/4/19,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
川越市,議員,2015/4/26,36,53.5,28.0,28,8,0.2777777777777778,0.25,0.3888888888888889,0.16666666666666666,0.3888888888888889
川越市,議員,2019/4/21,36,53.5,32.0,28,8,0.19444444444444445,0.1388888888888889,0.4722222222222222,0.16666666666666666,0.3055555555555556
川越市,首長,2013/1/27,1,62.0,62.0,1,0,0.0,0.0,0.0,0.0,1.0
川越市,首長,2017/1/22,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
川越市,首長,2021/1/24,1,70.0,70.0,1,0,0.0,1.0,1.0,0.0,0.0
川越町,議員,2015/4/26,12,58.0,50.0,10,2,0.25,0.25,0.08333333333333333,0.0,0.9166666666666666
川越町,議員,2019/4/21,12,60.5,48.0,0,0,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.0,0.9166666666666666
川越町,首長,2013/3/24,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
川越町,首長,2016/2/14,1,61.0,61.0,1,0,1.0,0.0,0.0,0.0,1.0
川越町,首長,2020/2/2,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
川辺町,議員,2015/8/23,9,66.0,50.0,9,0,0.6666666666666666,0.5555555555555556,0.0,0.0,1.0
川辺町,議員,2019/8/25,9,70.0,54.0,9,0,0.3333333333333333,0.7777777777777778,0.0,0.0,1.0
川辺町,首長,2013/4/21,1,56.0,56.0,1,0,0.0,0.0,0.0,0.0,1.0
川辺町,首長,2017/4/23,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
市原市,議員,2015/6/7,32,53.5,36.0,25,7,0.34375,0.09375,0.34375,0.09375,0.5
市原市,議員,2019/6/2,32,53.5,31.0,26,6,0.1875,0.09375,0.5,0.0625,0.34375
市原市,首長,2015/6/7,1,54.0,54.0,1,0,1.0,0.0,0.0,0.0,1.0
市原市,首長,2019/6/2,1,58.0,58.0,1,0,0.0,0.0,0.0,0.0,1.0
市川三郷町,議員,2014/9/28,16,67.0,56.0,15,1,0.125,0.5625,0.0625,0.0625,0.875
市川三郷町,議員,2018/9/23,14,71.0,50.0,13,1,0.21428571428571427,0.7857142857142857,0.07142857142857142,0.07142857142857142,0.8571428571428571
市川三郷町,首長,2013/10/27,1,74.0,74.0,1,0,0.0,1.0,0.0,0.0,1.0
市川三郷町,首長,2017/10/29,1,78.0,78.0,1,0,0.0,1.0,0.0,0.0,1.0
市川三郷町,首長,2021/10/31,1,59.0,59.0,1,0,1.0,0.0,0.0,0.0,1.0
市川市,議員,2015/4/26,42,56.0,26.0,35,7,0.19047619047619047,0.21428571428571427,0.30952380952380953,0.14285714285714285,0.4523809523809524
市川市,議員,2019/4/21,42,58.5,32.0,36,6,0.19047619047619047,0.2857142857142857,0.35714285714285715,0.14285714285714285,0.4523809523809524
市川市,首長,2018/4/22,1,44.0,44.0,1,0,1.0,0.0,0.0,0.0,1.0
市川市,首長,2013/11/24,1,64.0,64.0,1,0,0.0,0.0,1.0,1.0,0.0
市川町,議員,2015/8/9,12,66.5,57.0,11,1,0.3333333333333333,0.75,0.08333333333333333,0.0,0.9166666666666666
市川町,議員,2019/8/4,12,70.0,43.0,11,1,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.0,0.9166666666666666
市川町,首長,2015/8/9,1,74.0,74.0,1,0,1.0,1.0,0.0,0.0,1.0
市川町,首長,2019/8/4,1,78.0,78.0,1,0,0.0,1.0,0.0,0.0,1.0
市貝町,議員,2015/4/26,12,65.5,54.0,11,1,0.16666666666666666,0.75,0.0,0.0,1.0
市貝町,議員,2019/4/21,12,69.0,58.0,11,1,0.16666666666666666,0.6666666666666666,0.0,0.0,1.0
市貝町,首長,2013/11/10,1,53.0,53.0,1,0,0.0,0.0,0.0,0.0,1.0
市貝町,首長,2017/11/12,1,57.0,57.0,1,0,0.0,0.0,0.0,0.0,1.0
市貝町,首長,2021/11/7,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
帯広市,議員,2015/4/26,29,57.0,28.0,24,5,0.27586206896551724,0.2413793103448276,0.27586206896551724,0.10344827586206896,0.5172413793103449
帯広市,議員,2019/4/21,29,59.0,30.0,24,5,0.20689655172413793,0.27586206896551724,0.20689655172413793,0.10344827586206896,0.5172413793103449
帯広市,首長,2014/4/13,1,58.0,58.0,1,0,0.0,0.0,0.0,0.0,1.0
帯広市,首長,2018/4/15,1,62.0,62.0,1,0,0.0,0.0,0.0,0.0,1.0
常滑市,議員,2015/4/26,18,56.0,39.0,16,2,0.2222222222222222,0.2777777777777778,0.1111111111111111,0.05555555555555555,0.7777777777777778
常滑市,議員,2019/4/21,18,60.0,41.0,15,3,0.2777777777777778,0.4444444444444444,0.1111111111111111,0.05555555555555555,0.7222222222222222
常滑市,首長,2015/11/15,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
常滑市,首長,2019/4/21,1,41.0,41.0,1,0,1.0,0.0,0.0,0.0,1.0
常総市,議員,2015/4/26,22,62.0,30.0,18,4,0.18181818181818182,0.3181818181818182,0.13636363636363635,0.09090909090909091,0.7727272727272727
常総市,議員,2019/4/21,22,66.0,38.0,20,2,0.3181818181818182,0.5454545454545454,0.09090909090909091,0.045454545454545456,0.8636363636363636
常総市,首長,2012/7/8,1,58.0,58.0,1,0,1.0,0.0,0.0,0.0,1.0
常総市,首長,2016/7/10,1,47.0,47.0,1,0,1.0,0.0,0.0,0.0,1.0
常総市,首長,2020/7/5,1,51.0,51.0,1,0,0.0,0.0,1.0,0.0,0.0
常陸大宮市,議員,2014/7/27,20,60.5,40.0,19,1,0.35,0.3,0.1,0.05,0.85
常陸大宮市,議員,2018/7/29,18,63.5,44.0,17,1,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.7777777777777778
常陸大宮市,首長,2012/4/15,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
常陸大宮市,首長,2016/4/10,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
常陸大宮市,首長,2020/4/12,1,53.0,53.0,1,0,1.0,0.0,0.0,0.0,1.0
常陸太田市,議員,2014/7/27,20,62.5,48.0,19,1,0.05,0.35,0.45,0.05,0.45
常陸太田市,議員,2018/7/29,18,65.0,53.0,17,1,0.0,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.6111111111111112
常陸太田市,首長,2013/5/19,1,73.0,73.0,1,0,0.0,1.0,0.0,0.0,1.0
常陸太田市,首長,2017/5/14,1,77.0,77.0,1,0,0.0,1.0,0.0,0.0,1.0
幌加内町,議員,2015/4/26,9,65.0,33.0,9,0,0.1111111111111111,0.5555555555555556,0.0,0.1111111111111111,0.8888888888888888
幌加内町,議員,2019/4/21,9,64.0,34.0,9,0,0.3333333333333333,0.4444444444444444,0.0,0.1111111111111111,0.8888888888888888
幌加内町,首長,2015/4/26,1,59.0,59.0,1,0,1.0,0.0,0.0,0.0,1.0
幌加内町,首長,2019/4/21,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
幌延町,議員,2015/4/26,8,61.0,44.0,8,0,0.125,0.125,0.0,0.125,0.875
幌延町,議員,2019/4/21,8,66.0,48.0,8,0,0.0,0.625,0.0,0.0,1.0
幌延町,首長,2014/11/30,1,59.0,59.0,1,0,1.0,0.0,0.0,0.0,1.0
幌延町,首長,2018/11/18,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
幕別町,議員,2015/4/26,20,56.5,28.0,15,5,0.3,0.25,0.05,0.2,0.7
幕別町,議員,2019/4/21,19,60.0,38.0,13,6,0.10526315789473684,0.3157894736842105,0.05263157894736842,0.21052631578947367,0.6842105263157895
幕別町,首長,2015/4/26,1,59.0,59.0,1,0,1.0,0.0,0.0,0.0,1.0
幕別町,首長,2019/4/21,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
平内町,議員,2012/3/18,14,63.0,53.0,13,1,0.2857142857142857,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.8571428571428571
平内町,議員,2016/3/13,14,62.5,43.0,13,1,0.35714285714285715,0.35714285714285715,0.0,0.07142857142857142,0.9285714285714286
平内町,議員,2020/3/15,12,65.5,47.0,11,1,0.08333333333333333,0.5,0.0,0.08333333333333333,0.9166666666666666
平内町,首長,2015/10/18,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
平内町,首長,2019/10/20,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
平取町,議員,2015/4/26,12,62.0,49.0,11,1,0.25,0.4166666666666667,0.0,0.0,1.0
平取町,議員,2019/4/21,12,66.0,55.0,11,1,0.25,0.5833333333333334,0.0,0.0,1.0
平取町,首長,2012/6/10,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
平取町,首長,2016/6/12,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
平取町,首長,2020/6/14,1,62.0,62.0,1,0,1.0,0.0,0.0,0.0,1.0
平塚市,議員,2015/4/26,28,60.5,32.0,23,5,0.10714285714285714,0.21428571428571427,0.32142857142857145,0.10714285714285714,0.5357142857142857
平塚市,議員,2019/4/21,26,60.0,36.0,22,4,0.19230769230769232,0.4230769230769231,0.38461538461538464,0.07692307692307693,0.5
平塚市,首長,2015/4/26,1,57.0,57.0,1,0,0.0,0.0,0.0,0.0,1.0
平塚市,首長,2019/4/21,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
平川市,議員,2015/7/5,20,64.0,31.0,17,3,0.4,0.4,0.0,0.05,0.95
平川市,議員,2019/7/7,16,64.0,35.0,15,1,0.1875,0.4375,0.0625,0.0625,0.875
平川市,首長,2014/1/26,1,64.0,64.0,1,0,1.0,0.0,0.0,0.0,1.0
平川市,首長,2018/1/28,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
平戸市,議員,2013/10/20,20,62.5,34.0,20,0,0.1,0.35,0.05,0.05,0.9
平戸市,議員,2017/10/22,18,60.5,38.0,18,0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.05555555555555555,0.8333333333333334
平戸市,議員,2021/10/17,18,61.0,43.0,17,1,0.3333333333333333,0.3333333333333333,0.05555555555555555,0.0,0.9444444444444444
平戸市,首長,2013/10/20,1,53.0,53.0,1,0,0.0,0.0,0.0,0.0,1.0
平戸市,首長,2017/10/22,1,57.0,57.0,1,0,0.0,0.0,0.0,0.0,1.0
平戸市,首長,2021/10/17,1,61.0,61.0,1,0,0.0,0.0,0.0,0.0,1.0
平泉町,議員,2012/4/1,12,62.0,58.0,10,2,0.08333333333333333,0.3333333333333333,0.0,0.08333333333333333,0.9166666666666666
平泉町,議員,2016/4/3,12,62.0,35.0,10,2,0.5,0.3333333333333333,0.0,0.16666666666666666,0.8333333333333334
平泉町,議員,2020/4/5,12,63.0,39.0,10,2,0.25,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.75
平泉町,首長,2014/8/10,1,60.0,60.0,1,0,1.0,0.0,0.0,0.0,1.0
平泉町,首長,2018/8/5,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
平生町,議員,2015/4/26,12,67.5,35.0,9,3,0.08333333333333333,0.6666666666666666,0.0,0.08333333333333333,0.9166666666666666
平生町,議員,2019/4/21,12,65.0,39.0,0,0,0.08333333333333333,0.5,0.0,0.08333333333333333,0.8333333333333334
平生町,首長,2014/11/16,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
平生町,首長,2018/11/18,1,62.0,62.0,1,0,1.0,0.0,0.0,0.0,1.0
平田村,議員,2012/3/25,12,60.0,42.0,11,1,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.9166666666666666
平田村,議員,2016/3/27,12,63.0,55.0,11,1,0.3333333333333333,0.25,0.0,0.08333333333333333,0.9166666666666666
平田村,議員,2020/3/22,12,64.5,55.0,11,1,0.25,0.5,0.0,0.08333333333333333,0.9166666666666666
平田村,首長,2015/7/12,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
平田村,首長,2019/7/21,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
平群町,議員,2015/4/26,12,65.0,40.0,0,0,0.25,0.5833333333333334,0.08333333333333333,0.25,0.6666666666666666
平群町,議員,2019/4/21,12,61.0,43.0,9,3,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.25,0.6666666666666666
平群町,首長,2015/1/25,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
平群町,首長,2018/12/9,1,61.0,61.0,1,0,1.0,0.0,0.0,0.0,1.0
平谷村,議員,2014/4/20,8,66.5,56.0,8,0,0.125,0.5,0.0,0.0,1.0
平谷村,議員,2018/4/15,8,64.5,60.0,8,0,0.25,0.5,0.0,0.0,1.0
平谷村,首長,2013/1/20,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
平谷村,首長,2017/1/22,1,74.0,74.0,1,0,0.0,1.0,0.0,0.0,1.0
平谷村,首長,2021/1/24,1,69.0,69.0,1,0,1.0,1.0,0.0,0.0,1.0
幸手市,議員,2015/4/26,15,58.0,53.0,11,4,0.13333333333333333,0.4,0.2,0.06666666666666667,0.6666666666666666
幸手市,議員,2019/4/21,15,61.0,54.0,11,4,0.2,0.4,0.2,0.13333333333333333,0.6666666666666666
幸手市,首長,2015/10/25,1,58.0,58.0,1,0,0.0,0.0,0.0,0.0,1.0
幸手市,首長,2019/10/6,1,68.0,68.0,1,0,1.0,1.0,0.0,0.0,1.0
幸田町,議員,2015/4/26,16,68.0,60.0,14,2,0.25,0.8125,0.0625,0.0625,0.875
幸田町,議員,2019/4/21,15,68.0,49.0,13,2,0.5333333333333333,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.8666666666666667
幸田町,首長,2014/8/3,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
幸田町,首長,2018/5/27,1,61.0,61.0,1,0,1.0,0.0,0.0,0.0,1.0
広尾町,議員,2012/4/15,13,64.0,45.0,0,0,0.15384615384615385,0.46153846153846156,0.0,0.0,0.0
広尾町,議員,2016/4/17,13,66.0,49.0,11,2,0.15384615384615385,0.6923076923076923,0.0,0.15384615384615385,0.8461538461538461
広尾町,議員,2020/4/19,13,70.0,50.0,11,2,0.07692307692307693,0.7692307692307693,0.0,0.15384615384615385,0.8461538461538461
広尾町,首長,2012/4/15,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
広尾町,首長,2016/4/17,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
広尾町,首長,2020/4/19,1,68.0,68.0,1,0,0.0,1.0,0.0,0.0,1.0
広島市,議員,2015/4/12,54,60.0,34.0,46,8,0.1111111111111111,0.25925925925925924,0.5925925925925926,0.1111111111111111,0.25925925925925924
広島市,議員,2019/4/7,54,59.5,31.0,48,6,0.2037037037037037,0.3333333333333333,0.6296296296296297,0.1111111111111111,0.25925925925925924
広島市,首長,2015/4/12,1,62.0,62.0,1,0,0.0,0.0,1.0,0.0,0.0
広島市,首長,2019/4/7,1,66.0,66.0,1,0,0.0,1.0,1.0,0.0,0.0
広川町,議員,2015/12/6,13,63.0,40.0,12,1,0.23076923076923078,0.38461538461538464,0.0,0.07692307692307693,0.9230769230769231
広川町,議員,2015/9/13,10,60.0,39.0,9,1,0.3,0.4,0.1,0.0,0.9
広川町,議員,2019/12/8,13,64.0,47.0,12,1,0.46153846153846156,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.8461538461538461
広川町,議員,2019/9/8,10,60.0,43.0,9,1,0.3,0.3,0.0,0.0,1.0
広川町,首長,2013/9/15,1,62.0,62.0,1,0,1.0,0.0,0.0,0.0,1.0
広川町,首長,2015/4/26,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
広川町,首長,2017/9/10,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
広川町,首長,2019/4/21,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
広川町,首長,2021/9/12,1,70.0,70.0,1,0,0.0,1.0,0.0,0.0,1.0
広野町,議員,2015/11/15,10,63.5,46.0,8,2,0.2,0.5,0.0,0.0,1.0
広野町,議員,2019/11/10,10,67.5,49.0,8,2,0.0,0.7,0.0,0.1,0.9
広野町,首長,2013/11/24,1,52.0,52.0,1,0,1.0,0.0,0.0,0.0,1.0
広野町,首長,2017/11/19,1,56.0,56.0,1,0,0.0,0.0,0.0,0.0,1.0
広野町,首長,2021/11/21,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
広陵町,議員,2012/4/1,14,60.0,47.0,11,3,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.6428571428571429
広陵町,議員,2016/4/3,14,62.0,46.0,10,4,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.7142857142857143
広陵町,議員,2020/4/5,14,64.5,26.0,11,3,0.21428571428571427,0.5,0.14285714285714285,0.14285714285714285,0.7142857142857143
広陵町,首長,2013/6/23,1,65.0,65.0,1,0,1.0,1.0,0.0,0.0,1.0
広陵町,首長,2017/6/25,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
庄内町,議員,2014/6/22,16,60.5,45.0,13,3,0.1875,0.375,0.0,0.0625,0.9375
庄内町,議員,2018/6/24,15,61.0,49.0,13,2,0.2,0.3333333333333333,0.0,0.06666666666666667,0.9333333333333333
庄内町,首長,2013/7/21,1,60.0,60.0,1,0,0.0,0.0,0.0,0.0,1.0
庄内町,首長,2017/7/23,1,64.0,64.0,1,0,0.0,0.0,0.0,0.0,1.0
庄原市,議員,2013/4/7,20,62.5,30.0,18,2,0.2,0.35,0.05,0.15,0.8
庄原市,議員,2017/4/9,20,64.5,34.0,18,2,0.2,0.5,0.05,0.1,0.85
庄原市,議員,2021/4/11,20,63.5,37.0,16,4,0.35,0.4,0.05,0.15,0.55
庄原市,首長,2013/4/7,1,59.0,59.0,1,0,1.0,0.0,0.0,0.0,1.0
庄原市,首長,2017/4/9,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
庄原市,首長,2021/4/11,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
府中市,議員,2014/4/20,20,60.0,41.0,18,2,0.5,0.25,0.1,0.15,0.75
府中市,議員,2015/4/26,30,52.5,30.0,24,6,0.23333333333333334,0.16666666666666666,0.36666666666666664,0.16666666666666666,0.3
府中市,議員,2018/4/22,20,61.5,45.0,18,2,0.3,0.3,0.1,0.15,0.75
府中市,議員,2019/4/21,30,53.0,27.0,23,7,0.13333333333333333,0.2,0.43333333333333335,0.13333333333333333,0.2
府中市,首長,2012/1/22,1,50.0,50.0,1,0,1.0,0.0,0.0,0.0,1.0
府中市,首長,2014/4/20,1,73.0,73.0,1,0,1.0,1.0,0.0,0.0,1.0
府中市,首長,2016/1/31,1,54.0,54.0,1,0,0.0,0.0,1.0,1.0,0.0
府中市,首長,2018/4/22,1,61.0,61.0,1,0,1.0,0.0,0.0,0.0,1.0
府中市,首長,2020/1/26,1,58.0,58.0,1,0,0.0,0.0,1.0,1.0,0.0
府中町,議員,2012/9/23,18,64.0,39.0,15,3,0.1111111111111111,0.3888888888888889,0.1111111111111111,0.05555555555555555,0.8333333333333334
府中町,議員,2016/9/25,18,63.5,43.0,15,3,0.2777777777777778,0.5,0.1111111111111111,0.1111111111111111,0.7777777777777778
府中町,議員,2020/9/13,18,61.5,33.0,17,1,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.8333333333333334
府中町,首長,2012/5/27,1,72.0,72.0,1,0,0.0,1.0,0.0,0.0,1.0
府中町,首長,2016/5/29,1,62.0,62.0,1,0,1.0,0.0,0.0,0.0,1.0
府中町,首長,2020/5/24,1,66.0,66.0,1,0,0.0,1.0,0.0,0.0,1.0
度会町,議員,2015/6/14,11,66.0,39.0,10,1,0.18181818181818182,0.5454545454545454,0.0,0.09090909090909091,0.9090909090909091
度会町,議員,2019/6/9,11,69.0,40.0,11,0,0.45454545454545453,0.6363636363636364,0.0,0.09090909090909091,0.9090909090909091
度会町,首長,2015/6/14,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
度会町,首長,2019/6/9,1,60.0,60.0,1,0,1.0,0.0,0.0,0.0,1.0
座間味村,議員,2014/9/7,7,,,7,0,0.7142857142857143,0.0,0.0,0.0,1.0
座間味村,議員,2018/9/9,6,61.5,45.0,6,0,0.0,0.0,0.0,0.0,1.0
座間味村,首長,2013/5/19,1,45.0,45.0,1,0,0.0,0.0,0.0,0.0,1.0
座間味村,首長,2017/5/14,1,49.0,49.0,1,0,0.0,0.0,0.0,0.0,1.0
座間市,議員,2012/9/23,23,51.0,27.0,17,6,0.391304347826087,0.08695652173913043,0.17391304347826086,0.13043478260869565,0.4782608695652174
座間市,議員,2016/9/25,22,52.0,32.0,16,6,0.22727272727272727,0.09090909090909091,0.4090909090909091,0.13636363636363635,0.36363636363636365
座間市,議員,2020/9/20,22,52.0,30.0,17,5,0.22727272727272727,0.045454545454545456,0.4090909090909091,0.09090909090909091,0.3181818181818182
座間市,首長,2012/9/23,1,54.0,54.0,1,0,0.0,0.0,0.0,0.0,1.0
座間市,首長,2016/9/25,1,58.0,58.0,1,0,0.0,0.0,0.0,0.0,1.0
座間市,首長,2020/9/20,1,50.0,50.0,0,1,1.0,0.0,0.0,0.0,1.0
延岡市,議員,2015/4/26,29,59.0,41.0,0,0,0.2413793103448276,0.10344827586206896,0.20689655172413793,0.13793103448275862,0.4827586206896552
延岡市,議員,2019/4/21,27,61.0,43.0,0,0,0.2222222222222222,0.18518518518518517,0.14814814814814814,0.1111111111111111,0.4444444444444444
延岡市,首長,2014/1/26,1,58.0,58.0,1,0,0.0,0.0,1.0,1.0,0.0
延岡市,首長,2018/1/28,1,53.0,53.0,1,0,1.0,0.0,0.0,0.0,1.0
廿日市,議員,2013/3/24,30,61.0,41.0,25,5,0.23333333333333334,0.23333333333333334,0.1,0.06666666666666667,0.7666666666666667
廿日市,議員,2017/3/26,28,63.5,45.0,22,6,0.03571428571428571,0.4642857142857143,0.10714285714285714,0.03571428571428571,0.8214285714285714
廿日市,議員,2021/3/28,28,64.0,29.0,22,6,0.25,0.5,0.10714285714285714,0.03571428571428571,0.8214285714285714
廿日市,首長,2015/10/18,1,72.0,72.0,1,0,0.0,1.0,1.0,1.0,0.0
廿日市,首長,2019/10/20,1,50.0,50.0,1,0,1.0,0.0,0.0,0.0,1.0
弘前市,議員,2015/4/26,28,62.0,32.0,26,2,0.07142857142857142,0.42857142857142855,0.07142857142857142,0.14285714285714285,0.7857142857142857
弘前市,議員,2019/4/21,28,62.5,28.0,27,1,0.21428571428571427,0.39285714285714285,0.07142857142857142,0.10714285714285714,0.7857142857142857
弘前市,首長,2014/4/13,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
弘前市,首長,2018/4/8,1,58.0,58.0,1,0,1.0,0.0,0.0,0.0,1.0
弟子屈町,議員,2012/11/4,12,63.0,46.0,11,1,0.25,0.4166666666666667,0.0,0.08333333333333333,0.9166666666666666
弟子屈町,議員,2016/11/6,11,64.0,50.0,10,1,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.8181818181818182
弟子屈町,議員,2020/11/8,11,67.0,41.0,10,1,0.18181818181818182,0.5454545454545454,0.09090909090909091,0.09090909090909091,0.8181818181818182
弟子屈町,首長,2012/11/4,1,63.0,63.0,1,0,0.0,0.0,0.0,0.0,1.0
弟子屈町,首長,2016/11/6,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
弟子屈町,首長,2020/11/8,1,71.0,71.0,1,0,0.0,1.0,0.0,0.0,1.0
弥富市,議員,2012/2/12,18,60.0,32.0,15,3,0.4444444444444444,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.7222222222222222
弥富市,議員,2016/2/14,16,56.5,26.0,14,2,0.3125,0.25,0.125,0.125,0.6875
弥富市,議員,2020/2/16,16,54.0,30.0,14,2,0.3125,0.3125,0.125,0.125,0.75
弥富市,首長,2015/2/1,1,67.0,67.0,1,0,0.0,1.0,0.0,0.0,1.0
弥富市,首長,2018/12/2,1,56.0,56.0,1,0,1.0,0.0,0.0,0.0,1.0
弥彦村,議員,2015/4/26,10,66.0,60.0,9,1,0.3,0.8,0.1,0.0,0.9
弥彦村,議員,2019/4/21,10,70.5,43.0,0,0,0.4,0.7,0.0,0.0,1.0
弥彦村,首長,2015/1/25,1,69.0,69.0,1,0,1.0,1.0,0.0,0.0,1.0
弥彦村,首長,2019/1/27,1,73.0,73.0,1,0,0.0,1.0,0.0,0.0,1.0
当別町,議員,2015/4/26,15,63.0,35.0,13,2,0.26666666666666666,0.4666666666666667,0.13333333333333333,0.06666666666666667,0.8
当別町,議員,2019/4/21,15,66.0,27.0,12,3,0.13333333333333333,0.5333333333333333,0.13333333333333333,0.06666666666666667,0.8
当別町,首長,2013/7/28,1,70.0,70.0,1,0,1.0,1.0,0.0,0.0,1.0
当別町,首長,2017/7/23,1,74.0,74.0,1,0,0.0,1.0,0.0,0.0,1.0
当麻町,議員,2015/4/26,10,64.0,33.0,9,1,0.3,0.4,0.1,0.1,0.8
当麻町,議員,2019/4/21,10,67.5,41.0,9,1,0.3,0.6,0.1,0.1,0.8
当麻町,首長,2012/1/22,1,65.0,65.0,1,0,0.0,1.0,0.0,0.0,1.0
当麻町,首長,2016/1/24,1,69.0,69.0,1,0,0.0,1.0,0.0,0.0,1.0
当麻町,首長,2020/1/26,1,40.0,40.0,1,0,1.0,0.0,0.0,0.0,1.0
彦根市,議員,2015/4/26,24,56.0,31.0,20,4,0.2916666666666667,0.25,0.125,0.08333333333333333,0.7083333333333334
彦根市,議員,2019/4/21,24,56.5,30.0,19,5,0.4166666666666667,0.16666666666666666,0.125,0.08333333333333333,0.7916666666666666
彦根市,首長,2013/4/21,1,49.0,49.0,0,0,1.0,0.0,0.0,0.0,1.0
彦根市,首長,2017/4/23,1,53.0,53.0,1,0,0.0,0.0,0.0,0.0,1.0
御代田町,議員,2013/9/8,14,,,11,3,0.35714285714285715,0.0,0.07142857142857142,0.14285714285714285,0.7857142857142857
御代田町,議員,2017/9/10,14,67.5,51.0,11,3,0.2857142857142857,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.8571428571428571
御代田町,議員,2021/9/12,14,63.0,28.0,0,0,0.5,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.8571428571428571
御代田町,首長,2015/2/22,1,58.0,58.0,1,0,0.0,0.0,0.0,0.0,1.0
御代田町,首長,2019/2/17,1,41.0,41.0,1,0,1.0,0.0,0.0,0.0,1.0
御前崎市,議員,2012/4/15,16,63.0,50.0,15,1,0.1875,0.25,0.0625,0.0625,0.875
